You entered a buffer length of 20
354,  -0.112617,  -0.113197,  -0.113227,  -0.112617,   0.980590,   0.980125,   0.980101,   0.980590,   0.083318,   0.080650,   0.080510,   0.083318
369,  -0.105048,  -0.112239,  -0.112617,  -0.105048,   0.990234,   0.981072,   0.980590,   0.990234,   0.087225,   0.083513,   0.083318,   0.087225
385,  -0.092718,  -0.104432,  -0.105048,  -0.092718,   1.000732,   0.990759,   0.990234,   1.000732,   0.083928,   0.087060,   0.083928,   0.087225
400,  -0.084051,  -0.092285,  -0.092718,  -0.084051,   1.006226,   1.001007,   1.000732,   1.006226,   0.079656,   0.083714,   0.079656,   0.083928
416,  -0.078679,  -0.083782,  -0.084051,  -0.078679,   1.011231,   1.006476,   1.006226,   1.011231,   0.084417,   0.079894,   0.079656,   0.084417
431,  -0.065983,  -0.078044,  -0.078679,  -0.065983,   1.007081,   1.011023,   1.007081,   1.011231,   0.078801,   0.084136,   0.078801,   0.084417
447,  -0.068303,  -0.066099,  -0.068303,  -0.065983,   1.005371,   1.006995,   1.005371,   1.007081,   0.080144,   0.078868,   0.078801,   0.080144
463,  -0.073430,  -0.068559,  -0.073430,  -0.068303,   0.997558,   1.004980,   0.997558,   1.005371,   0.091619,   0.080718,   0.080144,   0.091619
478,  -0.069157,  -0.073216,  -0.073430,  -0.069157,   1.004395,   0.997900,   0.997558,   1.004395,   0.103339,   0.092205,   0.091619,   0.103339
494,  -0.056461,  -0.068522,  -0.069157,  -0.056461,   1.012818,   1.004816,   1.004395,   1.012818,   0.083074,   0.102326,   0.083074,   0.103339
509,  -0.017762,  -0.054526,  -0.056461,  -0.017762,   1.026735,   1.013514,   1.012818,   1.026735,   0.059757,   0.081908,   0.059757,   0.083074
525,   0.024599,  -0.015644,  -0.017762,   0.024599,   0.996582,   1.025227,   0.996582,   1.026735,   0.006897,   0.057114,   0.006897,   0.059757
541,   0.009095,   0.023824,   0.009095,   0.024599,   1.036135,   0.998560,   0.996582,   1.036135,   0.045352,   0.008820,   0.006897,   0.045352
556,   0.007142,   0.008997,   0.007142,   0.009095,   1.041018,   1.036379,   1.036135,   1.041018,   0.064152,   0.046292,   0.045352,   0.064152
572,   0.023744,   0.007972,   0.007142,   0.023744,   1.031252,   1.040530,   1.031252,   1.041018,   0.066593,   0.064274,   0.064152,   0.066593
587,   0.018861,   0.023500,   0.018861,   0.023744,   0.995605,   1.029470,   0.995605,   1.031252,   0.073552,   0.066941,   0.066593,   0.073552
603,   0.033510,   0.019593,   0.018861,   0.033510,   0.967039,   0.994177,   0.967039,   0.995605,   0.077336,   0.073741,   0.073552,   0.077336
619,   0.031191,   0.033394,   0.031191,   0.033510,   0.961912,   0.966783,   0.961912,   0.967039,   0.089666,   0.077953,   0.077336,   0.089666
635,   0.035219,   0.031392,   0.031191,   0.035219,   0.949338,   0.961283,   0.949338,   0.961912,   0.095526,   0.089959,   0.089666,   0.095526
650,   0.105292,   0.038723,   0.035219,   0.105292,   0.952023,   0.949472,   0.949338,   0.952023,   0.089056,   0.095202,   0.089056,   0.095526
666,   0.184643,   0.109260,   0.105292,   0.184643,   0.973753,   0.953110,   0.952023,   0.973753,   0.080999,   0.088653,   0.080999,   0.089056
681,   0.228102,   0.186816,   0.184643,   0.228102,   0.979247,   0.974028,   0.973753,   0.979247,   0.063542,   0.080126,   0.063542,   0.080999
697,   0.229201,   0.228157,   0.228102,   0.229201,   0.994384,   0.980004,   0.979247,   0.994384,   0.036806,   0.062205,   0.036806,   0.063542
713,   0.258255,   0.230654,   0.229201,   0.258255,   1.021241,   0.995727,   0.994384,   1.021241,   0.032900,   0.036611,   0.032900,   0.036806
728,   0.300128,   0.260349,   0.258255,   0.300128,   1.037966,   1.022077,   1.021241,   1.037966,   0.039492,   0.033230,   0.032900,   0.039492
744,   0.319050,   0.301074,   0.300128,   0.319050,   1.011842,   1.036660,   1.011842,   1.037966,   0.045840,   0.039809,   0.039492,   0.045840
759,   0.333211,   0.319758,   0.319050,   0.333211,   1.005005,   1.011500,   1.005005,   1.011842,   0.054630,   0.046279,   0.045840,   0.054630
775,   0.339559,   0.333528,   0.333211,   0.339559,   1.006836,   1.005097,   1.005005,   1.006836,   0.050235,   0.054410,   0.050235,   0.054630
791,   0.355918,   0.340377,   0.339559,   0.355918,   0.987670,   1.005878,   0.987670,   1.006836,   0.066471,   0.051047,   0.050235,   0.066471
806,   0.373375,   0.356791,   0.355918,   0.373375,   0.964475,   0.986510,   0.964475,   0.987670,   0.076482,   0.066972,   0.066471,   0.076482
822,   0.384972,   0.373955,   0.373375,   0.384972,   0.946164,   0.963559,   0.946164,   0.964475,   0.078435,   0.076580,   0.076482,   0.078435
837,   0.414271,   0.386437,   0.384972,   0.414271,   0.942013,   0.945956,   0.942013,   0.946164,   0.074773,   0.078252,   0.074773,   0.078435
853,   0.445279,   0.415821,   0.414271,   0.445279,   0.947873,   0.942306,   0.942013,   0.947873,   0.058170,   0.073943,   0.058170,   0.074773
869,   0.445279,   0.445279,   0.445279,   0.445279,   0.920283,   0.946493,   0.920283,   0.947873,   0.048770,   0.057700,   0.048770,   0.058170
884,   0.441006,   0.445065,   0.441006,   0.445279,   0.907587,   0.919648,   0.907587,   0.920283,   0.053287,   0.048996,   0.048770,   0.053287
900,   0.469206,   0.442416,   0.441006,   0.469206,   0.903314,   0.907373,   0.903314,   0.907587,   0.045474,   0.052896,   0.045474,   0.053287
915,   0.479338,   0.469713,   0.469206,   0.479338,   0.901605,   0.903229,   0.901605,   0.903314,   0.033022,   0.044851,   0.033022,   0.045474
931,   0.477873,   0.479265,   0.477873,   0.479338,   0.879143,   0.900482,   0.879143,   0.901605,   0.041934,   0.033468,   0.033022,   0.041934
947,   0.497162,   0.478837,   0.477873,   0.497162,   0.854117,   0.877892,   0.854117,   0.879143,   0.048892,   0.042282,   0.041934,   0.048892
962,   0.528291,   0.498718,   0.497162,   0.528291,   0.859488,   0.854386,   0.854117,   0.859488,   0.053043,   0.049100,   0.048892,   0.053043
978,   0.566136,   0.530183,   0.528291,   0.566136,   0.866203,   0.859824,   0.859488,   0.866203,   0.028993,   0.051840,   0.028993,   0.053043
994,   0.578710,   0.566765,   0.566136,   0.578710,   0.849478,   0.865367,   0.849478,   0.866203,  -0.042056,   0.025441,  -0.042056,   0.028993
1009,   0.573827,   0.578466,   0.573827,   0.578710,   0.833852,   0.848697,   0.833852,   0.849478,  -0.033999,  -0.041653,  -0.042056,  -0.033999
1025,   0.592871,   0.574779,   0.573827,   0.592871,   0.813465,   0.832833,   0.813465,   0.833852,  -0.008729,  -0.032736,  -0.033999,  -0.008729
1040,   0.596289,   0.593042,   0.592871,   0.596289,   0.838369,   0.814710,   0.813465,   0.838369,  -0.001160,  -0.008351,  -0.008729,  -0.001160
1056,   0.623634,   0.597656,   0.596289,   0.623634,   0.852774,   0.839089,   0.838369,   0.852774,   0.015199,  -0.000342,  -0.001160,   0.015199
1072,   0.670634,   0.625984,   0.623634,   0.670634,   0.845450,   0.852408,   0.845450,   0.852774,   0.058170,   0.017348,   0.015199,   0.058170
1087,   0.649759,   0.669590,   0.649759,   0.670634,   0.850455,   0.845700,   0.845450,   0.850455,   0.087347,   0.059629,   0.058170,   0.087347
1103,   0.614478,   0.647995,   0.614478,   0.649759,   0.854117,   0.850638,   0.850455,   0.854117,   0.070622,   0.086511,   0.070622,   0.087347
1119,   0.639260,   0.615717,   0.614478,   0.639260,   0.804309,   0.851627,   0.804309,   0.854117,   0.088567,   0.071519,   0.070622,   0.088567
1134,   0.716658,   0.643130,   0.639260,   0.716658,   0.729964,   0.800592,   0.729964,   0.804309,   0.104437,   0.089361,   0.088567,   0.104437
1150,   0.772813,   0.719466,   0.716658,   0.772813,   0.696637,   0.728298,   0.696637,   0.729964,   0.078923,   0.103161,   0.078923,   0.104437
1166,   0.800159,   0.774180,   0.772813,   0.800159,   0.690167,   0.696313,   0.690167,   0.696637,   0.056217,   0.077788,   0.056217,   0.078923
1181,   0.798816,   0.800092,   0.798816,   0.800159,   0.679424,   0.689630,   0.679424,   0.690167,   0.073918,   0.057102,   0.056217,   0.073918
1197,   0.758408,   0.796796,   0.758408,   0.798816,   0.639016,   0.677404,   0.639016,   0.679424,   0.108954,   0.075670,   0.073918,   0.108954
