You entered a buffer length of 20
352,  -0.165599,  -0.172905,  -0.173289,  -0.165599,   1.043704,   1.034426,   1.033938,   1.043704,   0.011048,   0.015687,   0.011048,   0.015931
367,  -0.152536,  -0.164946,  -0.165599,  -0.152536,   1.057377,   1.044388,   1.043704,   1.057377,   0.006531,   0.010822,   0.006531,   0.011048
383,  -0.125923,  -0.151205,  -0.152536,  -0.125923,   1.055423,   1.057279,   1.055423,   1.057377,   0.006287,   0.006519,   0.006287,   0.006531
399,  -0.129830,  -0.126118,  -0.129830,  -0.125923,   1.020265,   1.053665,   1.020265,   1.055423,   0.013001,   0.006623,   0.006287,   0.013001
414,  -0.134591,  -0.130068,  -0.134591,  -0.129830,   0.952145,   1.016859,   0.952145,   1.020265,   0.007630,   0.012732,   0.007630,   0.013001
430,  -0.135201,  -0.134621,  -0.135201,  -0.134591,   0.843130,   0.946694,   0.843130,   0.952145,  -0.016908,   0.006403,  -0.016908,   0.007630
445,  -0.077336,  -0.132308,  -0.135201,  -0.077336,   0.720686,   0.837008,   0.720686,   0.843130,  -0.047061,  -0.018416,  -0.047061,  -0.016908
461,  -0.022279,  -0.074583,  -0.077336,  -0.022279,   0.758896,   0.722597,   0.720686,   0.758896,   0.097723,  -0.039822,  -0.047061,   0.097723
477,   0.119087,  -0.015211,  -0.022279,   0.119087,   0.915156,   0.766709,   0.758896,   0.915156,   0.199658,   0.102820,   0.097723,   0.199658
492,   0.375938,   0.131930,   0.119087,   0.375938,   1.078008,   0.923299,   0.915156,   1.078008,   0.071721,   0.193261,   0.071721,   0.199658
508,   0.501679,   0.382225,   0.375938,   0.501679,   1.151254,   1.081670,   1.078008,   1.151254,  -0.016664,   0.067302,  -0.016664,   0.071721
523,   0.574803,   0.505335,   0.501679,   0.574803,   1.166148,   1.151999,   1.151254,   1.166148,  -0.151315,  -0.023397,  -0.151315,  -0.016664
539,   0.515718,   0.571849,   0.515718,   0.574803,   1.183849,   1.167033,   1.166148,   1.183849,  -0.219313,  -0.154715,  -0.219313,  -0.151315
555,   0.436123,   0.511738,   0.436123,   0.515718,   1.165049,   1.182909,   1.165049,   1.183849,  -0.235183,  -0.220107,  -0.235183,  -0.219313
570,   0.332235,   0.430929,   0.332235,   0.436123,   1.092657,   1.161429,   1.092657,   1.165049,  -0.233230,  -0.235085,  -0.235183,  -0.233230
586,   0.280962,   0.329671,   0.280962,   0.332235,   0.999756,   1.088012,   0.999756,   1.092657,  -0.254959,  -0.234316,  -0.254959,  -0.233230
602,   0.301227,   0.281975,   0.280962,   0.301227,   0.948117,   0.997174,   0.948117,   0.999756,  -0.155344,  -0.249978,  -0.254959,  -0.155344
617,   0.391198,   0.305726,   0.301227,   0.391198,   0.982421,   0.949832,   0.948117,   0.982421,  -0.081609,  -0.151657,  -0.155344,  -0.081609
633,   0.483245,   0.395800,   0.391198,   0.483245,   0.975707,   0.982085,   0.975707,   0.982421,  -0.041690,  -0.079613,  -0.081609,  -0.041690
649,   0.535372,   0.485851,   0.483245,   0.535372,   0.980468,   0.975945,   0.975707,   0.980468,   0.005677,  -0.039322,  -0.041690,   0.005677
664,   0.527315,   0.534969,   0.527315,   0.535372,   0.920283,   0.977459,   0.920283,   0.980468,   0.023744,   0.006580,   0.005677,   0.023744
680,   0.460294,   0.523964,   0.460294,   0.527315,   0.875237,   0.918031,   0.875237,   0.920283,   0.037539,   0.024434,   0.023744,   0.037539
695,   0.394616,   0.457010,   0.394616,   0.460294,   0.826650,   0.872808,   0.826650,   0.875237,  -0.007752,   0.035274,  -0.007752,   0.037539
711,   0.358359,   0.392803,   0.358359,   0.394616,   0.829457,   0.826790,   0.826650,   0.829457,  -0.052310,  -0.009980,  -0.052310,  -0.007752
727,   0.371177,   0.359000,   0.358359,   0.371177,   0.848013,   0.830385,   0.829457,   0.848013,  -0.082586,  -0.053824,  -0.082586,  -0.052310
742,   0.373985,   0.371317,   0.371177,   0.373985,   0.830922,   0.847158,   0.830922,   0.848013,  -0.118354,  -0.084374,  -0.118354,  -0.082586
