      30,   0.018617,   0.969725,   0.195630
      46,   0.023134,   0.971434,   0.195385
      68,   0.021669,   0.971312,   0.193554
      84,   0.022645,   0.967039,   0.195996
      99,   0.021913,   0.971678,   0.196484
     115,   0.020570,   0.972655,   0.195996
     131,   0.020204,   0.972288,   0.194043
     146,   0.021669,   0.966795,   0.195141
     168,   0.022523,   0.966673,   0.197095
     184,   0.020570,   0.968992,   0.195630
     199,   0.020082,   0.969725,   0.193432
     215,   0.023500,   0.969847,   0.195385
     231,   0.021181,   0.971190,   0.197705
     246,   0.018739,   0.966307,   0.196118
     268,   0.020692,   0.970945,   0.197949
     284,   0.020326,   0.971556,   0.193554
     300,   0.019227,   0.967771,   0.194775
     315,   0.021425,   0.966795,   0.195385
     331,   0.024721,   0.967283,   0.198193
     347,   0.019349,   0.968870,   0.196362
     369,   0.022157,   0.971068,   0.197095
     384,   0.018495,   0.971434,   0.199414
     400,   0.019838,   0.970701,   0.194409
     415,   0.021058,   0.970457,   0.195996
     431,   0.021547,   0.972899,   0.197949
     447,   0.021181,   0.974242,   0.197705
     469,   0.021425,   0.969969,   0.195996
     484,   0.019227,   0.968748,   0.197827
     500,   0.023744,   0.967649,   0.194409
     515,   0.022401,   0.968748,   0.194043
     531,   0.021303,   0.967039,   0.196606
     547,   0.019960,   0.974120,   0.197705
     569,   0.021791,   0.966795,   0.194775
     585,   0.018617,   0.973509,   0.197827
     600,   0.020448,   0.972044,   0.201611
     616,   0.018739,   0.968626,   0.195630
     631,   0.019105,   0.973509,   0.195019
     647,   0.022645,   0.967649,   0.197217
     669,   0.022157,   0.969847,   0.196240
     685,   0.019105,   0.970579,   0.198071
     700,   0.020692,   0.966795,   0.196118
     716,   0.019349,   0.970091,   0.199048
     732,   0.023378,   0.973143,   0.196850
     747,   0.019960,   0.969969,   0.198071
     769,   0.023622,   0.970335,   0.197217
     785,   0.022035,   0.970579,   0.195019
     801,   0.022401,   0.970823,   0.193310
     816,   0.022279,   0.967649,   0.195508
     832,   0.023134,   0.968992,   0.196728
     847,   0.025087,   0.971800,   0.191235
     870,   0.022645,   0.969236,   0.197095
     886,   0.018495,   0.968748,   0.194775
     901,   0.019838,   0.971068,   0.196240
     917,   0.021058,   0.973631,   0.197583
     932,   0.019960,   0.968138,   0.197705
     948,   0.023744,   0.973875,   0.196240
     970,   0.021181,   0.966307,   0.192333
     986,   0.021669,   0.964720,   0.196362
    1002,   0.020448,   0.970213,   0.197827
    1017,   0.020448,   0.968260,   0.195874
    1033,   0.024477,   0.968260,   0.195996
    1048,   0.020204,   0.970335,   0.194287
    1070,   0.022645,   0.968992,   0.195996
    1086,   0.019838,   0.967649,   0.194897
    1102,   0.021303,   0.968870,   0.197461
    1117,   0.022890,   0.969114,   0.195508
    1133,   0.022279,   0.968016,   0.195874
    1148,   0.020692,   0.967771,   0.199536
    1171,   0.021791,   0.968626,   0.195385
    1186,   0.021181,   0.972533,   0.196118
    1202,   0.023988,   0.969603,   0.195752
    1217,   0.020814,   0.973509,   0.199048
    1233,   0.021791,   0.967161,   0.192578
    1249,   0.021669,   0.972166,   0.194653
    1271,   0.020448,   0.967405,   0.190502
    1286,   0.021303,   0.973265,   0.200757
    1302,   0.022035,   0.967771,   0.192944
    1317,   0.021669,   0.970945,   0.198560
    1333,   0.023134,   0.973509,   0.199658
    1349,   0.019838,   0.965940,   0.195263
    1371,   0.022645,   0.969969,   0.195508
    1386,   0.020326,   0.971434,   0.195019
    1402,   0.021303,   0.966551,   0.197705
    1418,   0.018617,   0.970701,   0.197339
    1433,   0.020692,   0.972044,   0.195141
    1449,   0.020936,   0.965086,   0.197095
    1471,   0.022157,   0.968870,   0.194775
    1487,   0.021547,   0.964353,   0.196972
    1502,   0.019716,   0.970823,   0.197217
    1518,   0.020326,   0.969358,   0.196972
    1533,   0.019838,   0.969114,   0.196240
    1549,   0.020814,   0.969236,   0.195508
    1571,   0.019349,   0.968748,   0.199048
    1587,   0.018983,   0.970091,   0.197583
    1602,   0.020814,   0.968748,   0.197095
    1618,   0.021669,   0.967283,   0.195630
    1634,   0.022401,   0.974242,   0.196728
    1649,   0.018983,   0.971434,   0.195019
    1671,   0.021058,   0.970701,   0.196240
    1687,   0.022157,   0.972288,   0.198193
    1702,   0.022157,   0.969114,   0.195508
    1718,   0.019227,   0.968138,   0.195874
    1734,   0.020082,   0.971678,   0.198315
    1749,   0.019960,   0.971190,   0.199658
    1771,   0.020082,   0.969969,   0.195141
    1787,   0.021058,   0.971068,   0.195630
    1802,   0.020814,   0.965452,   0.197827
    1818,   0.022035,   0.968870,   0.195263
    1834,   0.021547,   0.971678,   0.196850
    1849,   0.024110,   0.967894,   0.197461
    1871,   0.020692,   0.968626,   0.195874
    1887,   0.020936,   0.969603,   0.195752
    1902,   0.021913,   0.967161,   0.194531
    1918,   0.023622,   0.969481,   0.193798
    1934,   0.021547,   0.970091,   0.197949
    1949,   0.023256,   0.965818,   0.194775
    1971,   0.021425,   0.968870,   0.197461
    1987,   0.021058,   0.966062,   0.194043
    2002,   0.020326,   0.970579,   0.196606
    2018,   0.019838,   0.967283,   0.197949
    2034,   0.021058,   0.966673,   0.194653
    2049,   0.019838,   0.969236,   0.193676
    2071,   0.020082,   0.973387,   0.199170
    2087,   0.024477,   0.970457,   0.196728
    2102,   0.021913,   0.970823,   0.192456
    2118,   0.021303,   0.964353,   0.194287
    2134,   0.022645,   0.970579,   0.195019
    2149,   0.023866,   0.971922,   0.194653
    2171,   0.020814,   0.975096,   0.201245
    2187,   0.021913,   0.974120,   0.197827
    2202,   0.018861,   0.970213,   0.196606
    2218,   0.022157,   0.971678,   0.197949
    2234,   0.021547,   0.969236,   0.196484
    2249,   0.020204,   0.967649,   0.194409
    2271,   0.022157,   0.968260,   0.196728
    2287,   0.020936,   0.974974,   0.196362
    2302,   0.019471,   0.972410,   0.194043
    2318,   0.022768,   0.973143,   0.196606
    2334,   0.019960,   0.967283,   0.195630
    2349,   0.020082,   0.969481,   0.193798
    2371,   0.022523,   0.968504,   0.198926
    2387,   0.020326,   0.969725,   0.194531
    2402,   0.021303,   0.968626,   0.199902
    2418,   0.022890,   0.969236,   0.194287
    2433,   0.021058,   0.969969,   0.193676
    2448,   0.021425,   0.966429,   0.199536
    2464,   0.020814,   0.970335,   0.194775
    2479,   0.020082,   0.970701,   0.196118
    2495,   0.022523,   0.968870,   0.199536
    2511,   0.022279,   0.969969,   0.193676
    2526,   0.020570,   0.966184,   0.195508
    2542,   0.024477,   0.966795,   0.199780
    2571,   0.020448,   0.974486,   0.198315
    2587,   0.019349,   0.967405,   0.195630
    2602,   0.020570,   0.966062,   0.194165
    2618,   0.021425,   0.974364,   0.195508
    2634,   0.020570,   0.968504,   0.196972
    2649,   0.019227,   0.969603,   0.195996
    2671,   0.021425,   0.966795,   0.198315
    2687,   0.022523,   0.969481,   0.194043
    2703,   0.023378,   0.965208,   0.193554
    2719,   0.021058,   0.967649,   0.197095
    2734,   0.022157,   0.967161,   0.195019
    2750,   0.020204,   0.971556,   0.198560
    2772,   0.020814,   0.972410,   0.198315
    2787,   0.018983,   0.967405,   0.193432
    2803,   0.017152,   0.970213,   0.195385
    2819,   0.021791,   0.967649,   0.196484
    2834,   0.020326,   0.967039,   0.195141
    2850,   0.019838,   0.969481,   0.195508
    2872,   0.022401,   0.968626,   0.195263
    2887,   0.019716,   0.967161,   0.195996
    2903,   0.020692,   0.969114,   0.199658
    2919,   0.022157,   0.969969,   0.191235
    2934,   0.020448,   0.969114,   0.192089
    2950,   0.021181,   0.964842,   0.196606
    2972,   0.019716,   0.967039,   0.194531
    2988,   0.021669,   0.970823,   0.198804
    3003,   0.021425,   0.969358,   0.195385
    3019,   0.022890,   0.968016,   0.197705
    3035,   0.025209,   0.968138,   0.198437
    3050,   0.017884,   0.973021,   0.195630
    3072,   0.024232,   0.971556,   0.196484
    3088,   0.019838,   0.969969,   0.193676
    3104,   0.020570,   0.965696,   0.196362
    3119,   0.017762,   0.973997,   0.197461
    3135,   0.020814,   0.968016,   0.196728
    3150,   0.018129,   0.973875,   0.198193
    3172,   0.021913,   0.968382,   0.195752
    3188,   0.020936,   0.967894,   0.193066
    3204,   0.022401,   0.967283,   0.195263
    3219,   0.023378,   0.971922,   0.198071
    3235,   0.021547,   0.968382,   0.195508
    3251,   0.020570,   0.970457,   0.196484
    3273,   0.020204,   0.970335,   0.194165
    3288,   0.020814,   0.969481,   0.194653
    3304,   0.020814,   0.970823,   0.197217
    3319,   0.021181,   0.970823,   0.196972
    3335,   0.019716,   0.966917,   0.194165
    3351,   0.022035,   0.969847,   0.195630
    3373,   0.019838,   0.972044,   0.197583
    3389,   0.021425,   0.971312,   0.195263
    3404,   0.021303,   0.972533,   0.195630
    3420,   0.019960,   0.968992,   0.196484
    3435,   0.021058,   0.972899,   0.192944
    3451,   0.020570,   0.967649,   0.195385
    3473,   0.020570,   0.970091,   0.195874
    3489,   0.020692,   0.970213,   0.196728
    3504,   0.020326,   0.966429,   0.192089
    3520,   0.019227,   0.971434,   0.195019
    3535,   0.021669,   0.965940,   0.196118
    3551,   0.020814,   0.978636,   0.199048
    3573,   0.021547,   0.964597,   0.197339
    3589,   0.020448,   0.970457,   0.195996
    3604,   0.017762,   0.971434,   0.198560
    3620,   0.020570,   0.969603,   0.197339
    3636,   0.019838,   0.968870,   0.195141
    3651,   0.020936,   0.966184,   0.198071
    3674,   0.020082,   0.969847,   0.196118
    3689,   0.018739,   0.973875,   0.196484
    3705,   0.020936,   0.972288,   0.199414
    3721,   0.020204,   0.970579,   0.195385
    3736,   0.019838,   0.970945,   0.197583
    3752,   0.020814,   0.975829,   0.199414
    3774,   0.024843,   0.969969,   0.196728
    3790,   0.023256,   0.969481,   0.195263
    3805,   0.021058,   0.969847,   0.192089
    3821,   0.021303,   0.967283,   0.196972
    3836,   0.021058,   0.972166,   0.195263
    3852,   0.020326,   0.969847,   0.197095
    3874,   0.019227,   0.971556,   0.196484
    3890,   0.022279,   0.968504,   0.192822
    3905,   0.020082,   0.970823,   0.197339
    3921,   0.022523,   0.972410,   0.197705
    3937,   0.022523,   0.971434,   0.196362
    3952,   0.020692,   0.969114,   0.197339
    3974,   0.021058,   0.969481,   0.194409
    3990,   0.022035,   0.967405,   0.196606
    4006,   0.023378,   0.968870,   0.198682
    4021,   0.021058,   0.969603,   0.195141
    4037,   0.019716,   0.966795,   0.197583
    4052,   0.021181,   0.969725,   0.194409
    4075,   0.024477,   0.970457,   0.197339
    4090,   0.021303,   0.970701,   0.195752
    4106,   0.021791,   0.967894,   0.193066
    4121,   0.022035,   0.971678,   0.197827
    4137,   0.026308,   0.971312,   0.195385
    4153,   0.023012,   0.970213,   0.193432
    4175,   0.020204,   0.968016,   0.196606
    4190,   0.020814,   0.968138,   0.195508
    4206,   0.020936,   0.969236,   0.195996
    4221,   0.020936,   0.970701,   0.195752
    4237,   0.019716,   0.969481,   0.194287
    4253,   0.021547,   0.965208,   0.194165
    4275,   0.019716,   0.970823,   0.194531
    4291,   0.019960,   0.972655,   0.193676
    4306,   0.019716,   0.965940,   0.197339
    4322,   0.022523,   0.971190,   0.197827
    4337,   0.022035,   0.968504,   0.196728
    4353,   0.020082,   0.972044,   0.194775
    4375,   0.022279,   0.970457,   0.194287
    4390,   0.017518,   0.973997,   0.195141
    4406,   0.020936,   0.967161,   0.195996
    4422,   0.021425,   0.966551,   0.197217
    4438,   0.019960,   0.963987,   0.198315
    4453,   0.022523,   0.971190,   0.195508
    4475,   0.019349,   0.970091,   0.196850
    4491,   0.018983,   0.974364,   0.197339
    4506,   0.021669,   0.967161,   0.198071
    4522,   0.021913,   0.970091,   0.195996
    4538,   0.019471,   0.969358,   0.196728
    4553,   0.022279,   0.969114,   0.194531
    4569,   0.022401,   0.965574,   0.197705
    4596,   0.020936,   0.969847,   0.195385
    4612,   0.019227,   0.969236,   0.196972
    4628,   0.020692,   0.963987,   0.198193
    4643,   0.022157,   0.970823,   0.194897
    4659,   0.022401,   0.969236,   0.193676
    4675,   0.021303,   0.969969,   0.197339
    4691,   0.020936,   0.969114,   0.196728
    4707,   0.020570,   0.967894,   0.195874
    4722,   0.020692,   0.967405,   0.197949
    4738,   0.023500,   0.973387,   0.197461
    4753,   0.020936,   0.969847,   0.195874
    4775,   0.021425,   0.971434,   0.194531
    4791,   0.020326,   0.972410,   0.194897
    4807,   0.022523,   0.967771,   0.197705
    4822,   0.021669,   0.971800,   0.195630
    4838,   0.018983,   0.968504,   0.195752
    4853,   0.021669,   0.970457,   0.196728
    4868,   0.023256,   0.968138,   0.195630
    4893,   0.022645,   0.967283,   0.196118
    4909,   0.022401,   0.966307,   0.196606
    4925,   0.023012,   0.969603,   0.196118
    4940,   0.021669,   0.973387,   0.197583
    4956,   0.021669,   0.969969,   0.198071
    4975,   0.020692,   0.968138,   0.196362
    4991,   0.020082,   0.966795,   0.195874
    5006,   0.021669,   0.970213,   0.198193
    5022,   0.022645,   0.969847,   0.199658
    5038,   0.023500,   0.970457,   0.197949
    5053,   0.022523,   0.966184,   0.195752
    5075,   0.019716,   0.969969,   0.195263
    5091,   0.021791,   0.971312,   0.198560
    5106,   0.021791,   0.971556,   0.197095
    5122,   0.022401,   0.970091,   0.197461
    5138,   0.020814,   0.967649,   0.198437
    5153,   0.022890,   0.969236,   0.194043
    5175,   0.018739,   0.970701,   0.196362
    5191,   0.019960,   0.973387,   0.195263
    5206,   0.021303,   0.968626,   0.196606
    5222,   0.019227,   0.969236,   0.194653
    5238,   0.018251,   0.968260,   0.193676
    5253,   0.020570,   0.970091,   0.197949
    5278,   0.022768,   0.971068,   0.196240
    5293,   0.021058,   0.969603,   0.195141
    5308,   0.023012,   0.969725,   0.194653
    5324,   0.019471,   0.968016,   0.196728
    5339,   0.020204,   0.968626,   0.197339
    5355,   0.019960,   0.966673,   0.193554
    5370,   0.025331,   0.971678,   0.197949
    5386,   0.023622,   0.971678,   0.195630
    5401,   0.021303,   0.967161,   0.195874
    5417,   0.021913,   0.968138,   0.198193
    5433,   0.023500,   0.976195,   0.198193
    5449,   0.022279,   0.964231,   0.193554
    5464,   0.021425,   0.968870,   0.195630
    5480,   0.021547,   0.967161,   0.198926
    5496,   0.019349,   0.970457,   0.195752
    5511,   0.020570,   0.969236,   0.190991
    5527,   0.023622,   0.969358,   0.196118
    5542,   0.022768,   0.969236,   0.195996
    5558,   0.023378,   0.971678,   0.195141
    5573,   0.021303,   0.972777,   0.195385
    5589,   0.020692,   0.968382,   0.198193
    5605,   0.020936,   0.972777,   0.196606
    5620,   0.019593,   0.968504,   0.197461
    5636,   0.020692,   0.966429,   0.197217
    5651,   0.023012,   0.967405,   0.196484
    5667,   0.021058,   0.973265,   0.195996
    5682,   0.020814,   0.966429,   0.192211
    5697,   0.018739,   0.967771,   0.194897
    5727,   0.020082,   0.970579,   0.197461
    5743,   0.021058,   0.969358,   0.197949
    5759,   0.020570,   0.970579,   0.194409
    5775,   0.018617,   0.967649,   0.196972
    5790,   0.018617,   0.968016,   0.195630
    5805,   0.025575,   0.967039,   0.196606
    5821,   0.022157,   0.970701,   0.198315
    5836,   0.021181,   0.968138,   0.192089
    5852,   0.021303,   0.970945,   0.196484
    5867,   0.021181,   0.970213,   0.196728
    5879,   0.018983,   0.969603,   0.199170
    5894,   0.020570,   0.967527,   0.194409
    5909,   0.018251,   0.970701,   0.198682
    5924,   0.022157,   0.968748,   0.197949
    5940,   0.020204,   0.972777,   0.195019
    5959,   0.020570,   0.964964,   0.192211
    5975,   0.019349,   0.969969,   0.195752
    5991,   0.018617,   0.969725,   0.197461
    6006,   0.020204,   0.969847,   0.196484
    6022,   0.021791,   0.965696,   0.194165
    6037,   0.021425,   0.971800,   0.195630
    6053,   0.020570,   0.970579,   0.196240
    6068,   0.020082,   0.968748,   0.197339
    6084,   0.019105,   0.971556,   0.195019
    6099,   0.022279,   0.970213,   0.196362
    6115,   0.023012,   0.970579,   0.194653
    6130,   0.023134,   0.971068,   0.195508
    6145,   0.020814,   0.966184,   0.196118
    6160,   0.021669,   0.968870,   0.194531
    6176,   0.021913,   0.964964,   0.193676
    6191,   0.019227,   0.971434,   0.197217
    6207,   0.020814,   0.971434,   0.195630
    6223,   0.021547,   0.968870,   0.195385
    6239,   0.024477,   0.967649,   0.196484
    6275,   0.023622,   0.971556,   0.195263
    6291,   0.021913,   0.968870,   0.193798
    6306,   0.022279,   0.971800,   0.195141
    6322,   0.021547,   0.972655,   0.197705
    6337,   0.023256,   0.965574,   0.193310
    6353,   0.022401,   0.974730,   0.194775
    6375,   0.022768,   0.968504,   0.196484
    6390,   0.020082,   0.967771,   0.197949
    6406,   0.020814,   0.969603,   0.196728
    6421,   0.020448,   0.971068,   0.196240
    6437,   0.023256,   0.966673,   0.198071
    6453,   0.020936,   0.972166,   0.195996
    6469,   0.020326,   0.969847,   0.197583
    6485,   0.024232,   0.967649,   0.195019
    6501,   0.019960,   0.966673,   0.192089
    6517,   0.017640,   0.968870,   0.197827
    6532,   0.021913,   0.969114,   0.194287
    6546,   0.023866,   0.967771,   0.192456
    6575,   0.020814,   0.972288,   0.197095
    6591,   0.021913,   0.968382,   0.195508
    6606,   0.022279,   0.968626,   0.195752
    6622,   0.020692,   0.973021,   0.195874
    6637,   0.023988,   0.970823,   0.197095
    6653,   0.019716,   0.969358,   0.196118
    6675,   0.024354,   0.970091,   0.194531
    6691,   0.018983,   0.972655,   0.196606
    6706,   0.022035,   0.968382,   0.195630
    6722,   0.023012,   0.969847,   0.196850
    6737,   0.022401,   0.967283,   0.193554
    6753,   0.020814,   0.968626,   0.193432
    6775,   0.020570,   0.972777,   0.195630
    6791,   0.020814,   0.972044,   0.197827
    6806,   0.022645,   0.974486,   0.197217
    6822,   0.024477,   0.969725,   0.195996
    6837,   0.022157,   0.969969,   0.197583
    6853,   0.021669,   0.973143,   0.199048
    6875,   0.021425,   0.970579,   0.196118
    6891,   0.022279,   0.966429,   0.197461
    6906,   0.019105,   0.970579,   0.195752
    6921,   0.024232,   0.968748,   0.197705
    6937,   0.018617,   0.971556,   0.196728
    6952,   0.022035,   0.963743,   0.196362
    6968,   0.021425,   0.971922,   0.196118
    6982,   0.024599,   0.967161,   0.197217
    6998,   0.020082,   0.969236,   0.197217
    7014,   0.022035,   0.966184,   0.193310
    7030,   0.020936,   0.965940,   0.197461
    7046,   0.021791,   0.969725,   0.197949
    7062,   0.019960,   0.971556,   0.195630
    7077,   0.016541,   0.966917,   0.196240
    7093,   0.023500,   0.970945,   0.198682
    7109,   0.019227,   0.969236,   0.195752
    7125,   0.018251,   0.972899,   0.197461
    7140,   0.019227,   0.967771,   0.196850
    7175,   0.019471,   0.968260,   0.195385
    7191,   0.020326,   0.970701,   0.198804
    7206,   0.021425,   0.965940,   0.197461
    7222,   0.022401,   0.969847,   0.197583
    7238,   0.023378,   0.969358,   0.196118
    7253,   0.021425,   0.969358,   0.195263
    7275,   0.017640,   0.970579,   0.195019
    7291,   0.021181,   0.972044,   0.196728
    7306,   0.022645,   0.968626,   0.197949
    7322,   0.020814,   0.966673,   0.194653
    7338,   0.019960,   0.970457,   0.198560
    7353,   0.022890,   0.969236,   0.197217
    7372,   0.019349,   0.971068,   0.192700
    7387,   0.021058,   0.969114,   0.194775
    7402,   0.024599,   0.971312,   0.193554
    7418,   0.020692,   0.969603,   0.195508
    7434,   0.021181,   0.970579,   0.197095
    7450,   0.025331,   0.969725,   0.196606
    7466,   0.022645,   0.969603,   0.195996
    7496,   0.021913,   0.974120,   0.195996
    7512,   0.021181,   0.966062,   0.195630
    7527,   0.019593,   0.972166,   0.196118
    7543,   0.022523,   0.968992,   0.197705
    7559,   0.021913,   0.966673,   0.198560
    7576,   0.020936,   0.968992,   0.198437
    7591,   0.022157,   0.969236,   0.196240
    7606,   0.019593,   0.972655,   0.195508
    7629,   0.022645,   0.965574,   0.197583
    7645,   0.022401,   0.966062,   0.194897
    7660,   0.021058,   0.970091,   0.196606
    7676,   0.021547,   0.972410,   0.194775
    7692,   0.022157,   0.968016,   0.194165
    7707,   0.018373,   0.970335,   0.192700
    7723,   0.024599,   0.969236,   0.195263
    7739,   0.022401,   0.971800,   0.195996
    7754,   0.017518,   0.967161,   0.197949
    7776,   0.020692,   0.971678,   0.197705
    7792,   0.019349,   0.969236,   0.195263
    7807,   0.018739,   0.968382,   0.193554
    7823,   0.021181,   0.966062,   0.194775
    7839,   0.021425,   0.972288,   0.197705
    7854,   0.020204,   0.971800,   0.196118
    7877,   0.021913,   0.972655,   0.196362
